id,intent,user_input,bot_response,timestamp,confidence_score,conversation_id
9083,greeting,hello hello,Hi! How can I help?,2024-12-12T04:06:34.628383,0.98,3805
9084,technical_support,How to fix wifi,"I can help with wifi. Start by update software, followed by contact support.",2024-12-07T09:15:00.628383,0.86,3805
9085,greeting,yo,Hello! What brings you here?,2024-12-19T03:07:35.628383,0.97,3806
9086,product_inquiry,Price of iPhone?,iPhone is available. Priced at $921 with free shipping.,2024-12-15T20:56:52.628383,0.85,3806
9087,product_inquiry,Information about smartwatch,We have smartwatch. It costs $666 and comes with free shipping.,2024-11-23T22:55:17.628383,0.78,3806
9088,greeting,hey,Hey! What's up?,2024-12-12T19:04:05.628383,0.97,3807
9089,greeting,hey hey,Hi there!,2024-12-14T02:01:49.628383,0.98,3807
9090,greeting,hi there,Hello there!,2024-12-18T06:54:54.628383,0.96,3808
9091,order_status,I need update on order #39230,I've checked order #39230. Status: in transit. Expected arrival: tomorrow.,2024-11-25T23:14:12.628383,0.83,3808
9092,greeting,hello hello,Hello! What brings you here?,2024-11-29T10:50:53.628383,0.99,3809
9093,payment_issue,Problem paying service,"To resolve payment for service, try try another payment method. If needed, try again in 1 hour.",2024-12-19T01:59:35.628383,0.8,3809
9094,goodbye,later,Goodbye!,2024-12-01T23:38:32.628383,0.96,3809
9095,payment_issue,Payment failed for subscription,"I'll help with your subscription payment. First verify billing address, then clear browser cache.",2024-12-18T05:08:55.628383,0.91,3809
9096,greeting,hello hello,Hi there! Need any help?,2024-12-12T02:24:16.628383,0.97,3810
9097,technical_support,app not working,"For app issues: First clear cache, then contact support.",2024-12-12T14:16:22.628383,0.92,3810
9098,greeting,howdy,Hi there!,2024-11-28T11:14:13.628383,0.95,3811
9099,order_status,Can you check status of order #67511,I've checked order #67511. Status: out for delivery. Expected arrival: by end of week.,2024-11-28T13:47:20.628383,0.85,3811
9100,payment_issue,Payment error subscription,"To resolve payment for subscription, try verify billing address. If needed, contact your bank.",2024-12-09T02:22:52.628383,0.82,3811
9101,product_inquiry,Information about monitor,"Yes, monitor is in stock. The price is $355 and 20% discount.",2024-12-22T07:34:16.628383,0.92,3811
9102,greeting,afternoon,Hi! How can I help?,2024-12-19T20:08:10.628383,0.99,3812
9103,payment_issue,Problem paying service,"I'll help with your service payment. First try another payment method, then contact your bank.",2024-12-07T02:11:27.628383,0.89,3812
9104,greeting,greetings,Hi! How can I help?,2024-12-03T14:59:11.628383,0.96,3813
9105,payment_issue,Issue paying purchase,"To resolve payment for purchase, try check card details. If needed, try again in 1 hour.",2024-11-25T19:20:10.628383,0.84,3813
9106,greeting,morning,Hey! How can I assist you?,2024-11-25T11:08:04.628383,0.98,3814
9107,payment_issue,Payment failed for subscription,"For the payment issue with subscription, please check card details. Then clear browser cache.",2024-11-26T09:43:03.628383,0.83,3814
9108,payment_issue,Issue paying purchase,"To resolve payment for purchase, try try another payment method. If needed, try again in 1 hour.",2024-12-09T20:39:30.628383,0.94,3814
9109,greeting,sup,Hey! How can I assist you?,2024-12-06T03:53:21.628383,0.98,3815
9110,goodbye,night,See you!,2024-12-21T19:02:53.628383,0.97,3815
9111,order_status,Where is my order #19705?,Order #19705 is currently out for delivery. Should arrive in 2 days.,2024-12-08T16:50:34.628383,0.87,3815
9112,greeting,hello!,Hello! What brings you here?,2024-11-24T18:20:07.628383,0.97,3816
9113,payment_issue,Problem paying service,"For the payment issue with service, please verify billing address. Then clear browser cache.",2024-11-29T09:06:48.628383,0.86,3816
9114,technical_support,Help with app,"For app issues: First restart the device, then reset to defaults.",2024-12-14T02:33:34.628383,0.8,3816
9115,payment_issue,Issue paying subscription,"To resolve payment for subscription, try verify billing address. If needed, clear browser cache.",2024-12-10T14:41:45.628383,0.88,3816
9116,greeting,hello!,Hello! How may I help you?,2024-12-05T14:15:02.628383,0.96,3817
9117,product_inquiry,Information about keyboard,keyboard is available. Priced at $943 with 1-year warranty.,2024-11-27T02:54:36.628383,0.94,3817
9118,product_inquiry,Tell me about speaker,"Yes, speaker is in stock. The price is $167 and 1-year warranty.",2024-11-24T04:37:02.628383,0.93,3817
9119,order_status,Order #93357 status please,Your order #93357 is processing. Estimated delivery: next week.,2024-11-25T15:09:37.628383,0.79,3817
9120,greeting,greetings,Hey!,2024-12-18T02:28:27.628383,0.97,3818
9121,goodbye,ok bye,Bye for now!,2024-12-22T10:35:00.628383,0.96,3818
9122,order_status,Can you check status of order #38732,I've checked order #38732. Status: shipped. Expected arrival: tomorrow.,2024-12-11T00:19:30.628383,0.76,3818
9123,greeting,hello hello,Hi there! Need any help?,2024-11-29T21:47:03.628383,0.96,3819
9124,payment_issue,Payment error purchase,"To resolve payment for purchase, try verify billing address. If needed, contact your bank.",2024-12-12T03:18:45.628383,0.82,3819
9125,goodbye,talk to you later,"Take care, bye!",2024-12-12T21:30:16.628383,0.92,3819
9126,greeting,hello hello,Hello! What brings you here?,2024-12-17T10:58:12.628383,0.96,3820
9127,order_status,Order #18322 status please,Order #18322 is currently processing. Should arrive tomorrow.,2024-12-11T00:00:45.628383,0.85,3820
9128,order_status,Where is my order #38732?,I've checked order #38732. Status: processing. Expected arrival: by end of week.,2024-12-01T11:51:10.628383,0.8,3820
9129,greeting,hi,Hey! What's up?,2024-12-03T08:59:16.628383,0.99,3821
9130,goodbye,bai,"Thanks, bye!",2024-12-04T08:24:07.628383,0.98,3821
9131,technical_support,Problem with app,"To fix app, try: update software. If that doesn't work, try safe mode.",2024-12-05T19:46:40.628383,0.9,3821
9132,greeting,sup,Hello there!,2024-12-03T18:07:24.628383,0.96,3822
9133,technical_support,How to fix wifi,"For wifi issues: First check settings, then reset to defaults.",2024-12-04T11:03:00.628383,0.91,3822
9134,payment_issue,Issue paying subscription,"I'll help with your subscription payment. First verify billing address, then try again in 1 hour.",2024-12-18T11:24:53.628383,0.8,3822
9135,payment_issue,Payment error order,"To resolve payment for order, try try another payment method. If needed, contact your bank.",2024-11-25T03:35:55.628383,0.86,3822
9136,greeting,hi!,Hi! How can I help?,2024-12-11T20:00:57.628383,0.97,3823
9137,technical_support,How to fix login,"For login issues: First check settings, then contact support.",2024-12-12T08:08:09.628383,0.82,3823
9138,greeting,heya,Hey! What's up?,2024-12-03T08:08:57.628383,0.95,3824
9139,technical_support,Help with wifi,"To fix wifi, try: restart the device. If that doesn't work, try safe mode.",2024-12-10T09:21:09.628383,0.82,3824
9140,product_inquiry,Do you have monitor in stock?,We have monitor. It costs $679 and comes with 20% discount.,2024-12-03T12:48:32.628383,0.81,3824
9141,greeting,heyy,Hi!,2024-11-26T08:33:52.628383,0.97,3825
9142,payment_issue,Problem paying subscription,"I'll help with your subscription payment. First verify billing address, then clear browser cache.",2024-11-23T22:02:15.628383,0.81,3825
9143,greeting,hello,Hey!,2024-12-11T22:48:00.628383,0.98,3826
9144,order_status,Order #85514 status please,I've checked order #85514. Status: processing. Expected arrival: by end of week.,2024-12-05T13:17:00.628383,0.78,3826
9145,product_inquiry,Information about tablet,tablet is available. Priced at $442 with free shipping.,2024-11-30T01:17:13.628383,0.93,3826
9146,order_status,Order #63415 status please,I've checked order #63415. Status: in transit. Expected arrival: tomorrow.,2024-12-13T23:26:42.628383,0.83,3826
9147,greeting,yo,Hello there!,2024-12-18T22:12:50.628383,0.98,3827
9148,order_status,Order #39230 status please,I've checked order #39230. Status: shipped. Expected arrival: by end of week.,2024-11-24T06:39:37.628383,0.83,3827
9149,payment_issue,Payment error order,"I'll help with your order payment. First try another payment method, then clear browser cache.",2024-11-30T00:18:32.628383,0.91,3827
9150,goodbye,bai,Have a great day!,2024-12-19T14:05:32.628383,0.98,3827
9151,greeting,hi,Hi! How can I help?,2024-12-20T10:19:47.628383,0.99,3828
9152,payment_issue,Problem paying subscription,"For the payment issue with subscription, please verify billing address. Then clear browser cache.",2024-12-15T15:16:29.628383,0.86,3828
9153,greeting,hello hello,Hello there!,2024-12-09T07:49:28.628383,0.95,3829
9154,technical_support,Help with app,"I can help with app. Start by update software, followed by try safe mode.",2024-11-29T16:47:30.628383,0.81,3829
9155,product_inquiry,I'm looking for headphones,"Yes, headphones is in stock. The price is $954 and gift wrapping.",2024-12-05T13:30:17.628383,0.94,3829
9156,order_status,I need update on order #49103,Your order #49103 is in transit. Estimated delivery: in 2 days.,2024-12-11T02:21:05.628383,0.78,3829
9157,greeting,evening,Hi there!,2024-12-18T06:59:16.628383,0.97,3830
9158,payment_issue,Problem paying order,"To resolve payment for order, try try another payment method. If needed, try again in 1 hour.",2024-12-15T07:06:21.628383,0.92,3830
9159,technical_support,Issue with app,"For app issues: First check settings, then reset to defaults.",2024-12-21T21:16:19.628383,0.93,3830
9160,greeting,hello hello,Hello! What brings you here?,2024-12-09T17:18:40.628383,0.98,3831
9161,product_inquiry,Price of keyboard?,keyboard is available. Priced at $159 with 1-year warranty.,2024-12-04T12:20:07.628383,0.86,3831
9162,order_status,Can you check status of order #40897,Your order #40897 is out for delivery. Estimated delivery: next week.,2024-11-24T03:35:12.628383,0.89,3831
9163,greeting,hiya,Hey!,2024-12-15T13:12:53.628383,0.98,3832
9164,order_status,Order #15814 status please,Order #15814 is currently shipped. Should arrive next week.,2024-11-27T17:08:37.628383,0.94,3832
9165,product_inquiry,Information about keyboard,We have keyboard. It costs $186 and comes with 20% discount.,2024-12-06T23:40:04.628383,0.82,3832
9166,greeting,hi there,Hey!,2024-12-06T21:56:36.628383,0.96,3833
9167,order_status,Can you check status of order #82514,I've checked order #82514. Status: out for delivery. Expected arrival: in 2 days.,2024-11-25T16:10:14.628383,0.93,3833
9168,order_status,I need update on order #91461,Order #91461 is currently shipped. Should arrive tomorrow.,2024-12-12T11:56:56.628383,0.88,3833
9169,product_inquiry,I'm looking for smartwatch,We have smartwatch. It costs $620 and comes with 20% discount.,2024-12-17T18:11:13.628383,0.86,3833
9170,greeting,morning,Hello! How may I help you?,2024-11-25T15:02:01.628383,0.98,3834
9171,payment_issue,Can't pay for order,"For the payment issue with order, please try another payment method. Then contact your bank.",2024-11-29T13:16:34.628383,0.83,3834
9172,payment_issue,Payment error order,"To resolve payment for order, try check card details. If needed, try again in 1 hour.",2024-11-24T17:57:19.628383,0.76,3834
9173,greeting,afternoon,Hi!,2024-12-19T03:21:35.628383,0.98,3835
9174,technical_support,Problem with bluetooth,"To fix bluetooth, try: restart the device. If that doesn't work, try safe mode.",2024-12-18T21:04:52.628383,0.89,3835
9175,greeting,hi there,Hello there!,2024-11-29T15:06:06.628383,0.98,3836
9176,payment_issue,Can't pay for purchase,"For the payment issue with purchase, please try another payment method. Then try again in 1 hour.",2024-12-11T05:05:56.628383,0.86,3836
9177,greeting,heyy,Hey! What's up?,2024-11-23T17:51:44.628383,0.97,3837
9178,payment_issue,Issue paying subscription,"For the payment issue with subscription, please try another payment method. Then try again in 1 hour.",2024-12-06T23:38:13.628383,0.83,3837
9179,product_inquiry,I'm looking for headphones,"Yes, headphones is in stock. The price is $325 and free shipping.",2024-11-26T02:49:43.628383,0.79,3837
9180,payment_issue,Problem paying service,"For the payment issue with service, please verify billing address. Then clear browser cache.",2024-11-29T15:50:44.628383,0.77,3837
9181,greeting,hi!,Hi there!,2024-12-07T02:51:07.628383,0.98,3838
9182,technical_support,Problem with login,"I can help with login. Start by clear cache, followed by try safe mode.",2024-12-05T01:34:47.628383,0.86,3838
9183,payment_issue,Payment failed for subscription,"For the payment issue with subscription, please check card details. Then try again in 1 hour.",2024-12-21T08:50:01.628383,0.83,3838
9184,goodbye,night,See you!,2024-12-13T18:15:16.628383,0.97,3838
9185,greeting,hi there,Hi!,2024-12-03T07:28:17.628383,0.98,3839
9186,goodbye,bye!,See you!,2024-11-29T21:39:20.628383,0.95,3839
9187,technical_support,How to fix bluetooth,"For bluetooth issues: First restart the device, then contact support.",2024-11-28T15:15:18.628383,0.81,3839
9188,product_inquiry,Information about monitor,"Yes, monitor is in stock. The price is $496 and free shipping.",2024-12-21T11:08:47.628383,0.79,3839
9189,greeting,sup,Hey!,2024-12-13T03:58:14.628383,0.97,3840
9190,goodbye,cya,Goodbye!,2024-12-03T11:09:47.628383,0.99,3840
9191,payment_issue,Payment error service,"For the payment issue with service, please verify billing address. Then try again in 1 hour.",2024-12-02T21:42:53.628383,0.9,3840
9192,technical_support,How to fix app,"I can help with app. Start by clear cache, followed by contact support.",2024-12-03T15:45:08.628383,0.79,3840
9193,technical_support,update not working,"I can help with update. Start by clear cache, followed by try safe mode.",2024-12-20T17:59:53.628383,0.9,3840
9194,greeting,hiya,Hey! What's up?,2024-12-06T03:17:34.628383,0.98,3841
9195,order_status,Track order #38732,Order #38732 is currently out for delivery. Should arrive by end of week.,2024-12-09T11:55:36.628383,0.75,3841
9196,payment_issue,Can't pay for service,"To resolve payment for service, try try another payment method. If needed, clear browser cache.",2024-12-10T21:03:47.628383,0.76,3841
9197,payment_issue,Issue paying order,"I'll help with your order payment. First verify billing address, then try again in 1 hour.",2024-11-22T23:24:13.628383,0.87,3841
9198,goodbye,bye!,Bye for now!,2024-12-20T07:04:42.628383,0.95,3841
9199,greeting,hi,Hi! How can I help?,2024-12-19T01:10:49.628383,0.97,3842
9200,order_status,Track order #73105,I've checked order #73105. Status: out for delivery. Expected arrival: in 2 days.,2024-12-08T06:56:08.628383,0.79,3842
9201,technical_support,Problem with bluetooth,"For bluetooth issues: First restart the device, then reset to defaults.",2024-12-14T22:38:18.628383,0.77,3842
9202,greeting,hey there,Hey there!,2024-12-11T01:38:54.628383,0.96,3843
9203,payment_issue,Payment failed for purchase,"For the payment issue with purchase, please check card details. Then contact your bank.",2024-12-03T22:41:43.628383,0.77,3843
9204,product_inquiry,I'm looking for headphones,We have headphones. It costs $801 and comes with free shipping.,2024-11-24T08:25:24.628383,0.81,3843
9205,greeting,hii,Hey! How can I assist you?,2024-11-28T04:29:07.628383,0.96,3844
9206,goodbye,bye,Bye!,2024-12-16T01:34:03.628383,0.97,3844
9207,greeting,hi there,Hello!,2024-12-04T12:12:12.628383,0.95,3845
9208,technical_support,Issue with login,"For login issues: First clear cache, then try safe mode.",2024-11-26T10:21:53.628383,0.75,3845
9209,greeting,hello!,Hey there!,2024-11-22T23:37:08.628383,0.95,3845
9210,goodbye,byee,Bye for now!,2024-11-26T22:04:17.628383,0.95,3845
9211,greeting,howdy,Hey! How can I assist you?,2024-12-22T00:54:24.628383,0.97,3846
9212,order_status,Can you check status of order #38732,Order #38732 is currently shipped. Should arrive in 2 days.,2024-12-12T08:12:01.628383,0.93,3846
9213,goodbye,later,Take care!,2024-12-18T05:20:38.628383,0.98,3846
9214,greeting,sup,Hey! What's up?,2024-11-25T04:23:50.628383,0.98,3847
9215,payment_issue,Issue paying order,"I'll help with your order payment. First check card details, then clear browser cache.",2024-12-20T14:07:05.628383,0.81,3847
9216,greeting,hi,Hello! How may I help you?,2024-12-14T19:35:12.628383,0.96,3848
9217,payment_issue,Issue paying subscription,"For the payment issue with subscription, please verify billing address. Then clear browser cache.",2024-11-23T21:23:12.628383,0.92,3848
9218,payment_issue,Can't pay for service,"To resolve payment for service, try verify billing address. If needed, try again in 1 hour.",2024-12-14T02:58:40.628383,0.94,3848
9219,greeting,hi!,Hi there!,2024-12-06T13:54:53.628383,0.98,3849
9220,payment_issue,Payment error service,"To resolve payment for service, try verify billing address. If needed, contact your bank.",2024-12-08T20:52:41.628383,0.84,3849
9221,technical_support,How to fix wifi,"To fix wifi, try: update software. If that doesn't work, reset to defaults.",2024-12-01T19:13:29.628383,0.88,3849
9222,payment_issue,Problem paying subscription,"I'll help with your subscription payment. First try another payment method, then clear browser cache.",2024-12-20T02:56:16.628383,0.8,3849
9223,greeting,hi,Hey!,2024-12-12T20:01:20.628383,0.97,3850
9224,greeting,sup,Hey there!,2024-11-30T12:11:51.628383,0.99,3850
9225,technical_support,Issue with bluetooth,"I can help with bluetooth. Start by clear cache, followed by contact support.",2024-12-06T08:17:48.628383,0.88,3850
9226,product_inquiry,Price of monitor?,We have monitor. It costs $849 and comes with 1-year warranty.,2024-12-14T08:09:04.628383,0.82,3850
9227,greeting,hello,Hi! How can I help?,2024-12-02T23:16:31.628383,0.98,3851
9228,payment_issue,Can't pay for subscription,"For the payment issue with subscription, please verify billing address. Then clear browser cache.",2024-12-11T03:00:51.628383,0.84,3851
9229,order_status,Can you check status of order #67407,Your order #67407 is out for delivery. Estimated delivery: in 2 days.,2024-12-08T15:36:25.628383,0.88,3851
9230,greeting,hello!,Hello!,2024-12-02T04:22:39.628383,0.96,3852
9231,payment_issue,Issue paying order,"I'll help with your order payment. First try another payment method, then try again in 1 hour.",2024-11-25T00:33:58.628383,0.95,3852
9232,order_status,Where is my order #52487?,Your order #52487 is shipped. Estimated delivery: in 2 days.,2024-11-28T23:49:04.628383,0.94,3852
9233,greeting,hii,Hello!,2024-11-26T17:21:38.628383,0.97,3853
9234,payment_issue,Payment error purchase,"I'll help with your purchase payment. First try another payment method, then try again in 1 hour.",2024-11-23T01:04:19.628383,0.87,3853
9235,payment_issue,Payment failed for service,"I'll help with your service payment. First try another payment method, then try again in 1 hour.",2024-12-07T04:24:51.628383,0.77,3853
9236,goodbye,gotta go,"Take care, bye!",2024-12-21T15:17:11.628383,0.96,3853
9237,greeting,hi there,Hey there!,2024-11-28T15:20:59.628383,0.96,3854
9238,order_status,Order #54486 status please,Order #54486 is currently shipped. Should arrive by end of week.,2024-12-08T17:28:30.628383,0.9,3854
9239,technical_support,app not working,"To fix app, try: update software. If that doesn't work, reset to defaults.",2024-11-29T10:35:26.628383,0.84,3854
9240,payment_issue,Issue paying order,"To resolve payment for order, try try another payment method. If needed, try again in 1 hour.",2024-11-26T05:56:37.628383,0.91,3854
9241,greeting,heyy,Hey there!,2024-12-21T15:23:30.628383,0.99,3855
9242,payment_issue,Payment failed for purchase,"For the payment issue with purchase, please check card details. Then contact your bank.",2024-12-19T17:46:09.628383,0.79,3855
9243,greeting,hey there,Hi! How can I help?,2024-12-05T04:31:57.628383,0.98,3855
9244,payment_issue,Problem paying purchase,"For the payment issue with purchase, please try another payment method. Then contact your bank.",2024-12-12T17:40:16.628383,0.92,3855
9245,technical_support,Help with app,"For app issues: First update software, then contact support.",2024-12-22T01:37:06.628383,0.9,3855
9246,greeting,heyy,Hey! How can I assist you?,2024-12-21T20:04:23.628383,0.98,3856
9247,technical_support,Problem with bluetooth,"For bluetooth issues: First restart the device, then contact support.",2024-12-01T17:55:45.628383,0.95,3856
9248,greeting,hey,Hey! How can I assist you?,2024-12-15T05:26:59.628383,0.99,3857
9249,payment_issue,Issue paying order,"For the payment issue with order, please verify billing address. Then clear browser cache.",2024-12-17T00:39:55.628383,0.88,3857
9250,greeting,hey hey,Hello there!,2024-12-07T05:15:13.628383,0.99,3858
9251,technical_support,Help with wifi,"To fix wifi, try: restart the device. If that doesn't work, reset to defaults.",2024-12-14T23:56:17.628383,0.93,3858
9252,goodbye,talk to you later,Bye!,2024-12-18T22:53:49.628383,0.9,3858
9253,product_inquiry,Price of monitor?,monitor is available. Priced at $781 with 1-year warranty.,2024-12-21T21:26:23.628383,0.9,3858
9254,greeting,hello hello,Hello there!,2024-11-30T15:42:39.628383,0.95,3859
9255,goodbye,bye bye,Have a great day!,2024-12-09T18:52:23.628383,0.96,3859
9256,greeting,hey,Hello there!,2024-12-12T21:51:37.628383,0.98,3859
9257,goodbye,peace out,Bye!,2024-12-01T04:49:07.628383,0.96,3859
9258,goodbye,catch you later,Bye!,2024-12-03T17:36:14.628383,0.98,3859
9259,greeting,evening,Hi! How can I help?,2024-12-14T13:47:28.628383,0.98,3860
9260,technical_support,Problem with bluetooth,"To fix bluetooth, try: update software. If that doesn't work, contact support.",2024-12-21T06:47:02.628383,0.76,3860
9261,greeting,hi!,Hi there! Need any help?,2024-11-26T20:02:40.628383,0.96,3861
9262,order_status,Where is my order #74499?,Order #74499 is currently processing. Should arrive next week.,2024-11-25T07:43:37.628383,0.91,3861
9263,greeting,morning,Hey! How can I assist you?,2024-12-20T04:43:04.628383,0.97,3862
9264,product_inquiry,I'm looking for monitor,We have monitor. It costs $144 and comes with 20% discount.,2024-12-04T13:42:03.628383,0.91,3862
9265,greeting,evening,Hello! How may I help you?,2024-11-23T11:05:07.628383,0.99,3863
9266,order_status,Where is my order #60940?,I've checked order #60940. Status: out for delivery. Expected arrival: next week.,2024-12-06T04:05:46.628383,0.81,3863
9267,greeting,heya,Hey! What's up?,2024-12-11T00:14:04.628383,0.99,3864
9268,order_status,Can you check status of order #15321,Your order #15321 is processing. Estimated delivery: tomorrow.,2024-12-20T08:48:21.628383,0.95,3864
9269,payment_issue,Payment failed for service,"I'll help with your service payment. First check card details, then try again in 1 hour.",2024-12-17T07:31:12.628383,0.88,3864
9270,greeting,hi there,Hi there!,2024-12-10T01:37:05.628383,0.98,3865
9271,order_status,Can you check status of order #40236,I've checked order #40236. Status: in transit. Expected arrival: next week.,2024-12-11T18:57:49.628383,0.9,3865
9272,greeting,howdy,Hello! How may I help you?,2024-12-03T07:44:22.628383,0.97,3865
9273,greeting,hi there,Hi! How can I help?,2024-12-11T06:24:06.628383,0.95,3866
9274,order_status,Order #73105 status please,Your order #73105 is out for delivery. Estimated delivery: tomorrow.,2024-11-29T23:57:27.628383,0.77,3866
9275,technical_support,Problem with bluetooth,"To fix bluetooth, try: restart the device. If that doesn't work, reset to defaults.",2024-12-09T13:16:46.628383,0.91,3866
9276,greeting,hello,Hello there!,2024-12-05T14:35:45.628383,0.96,3867
9277,order_status,Can you check status of order #24509,Your order #24509 is processing. Estimated delivery: in 2 days.,2024-12-15T21:12:21.628383,0.79,3867
9278,order_status,Track order #34801,Your order #34801 is processing. Estimated delivery: by end of week.,2024-11-28T04:00:25.628383,0.92,3867
9279,goodbye,catch you later,"Take care, bye!",2024-11-23T09:57:57.628383,0.95,3867
9280,greeting,hii,Hi there! Need any help?,2024-12-16T10:10:19.628383,0.97,3868
9281,order_status,Order #57782 status please,Order #57782 is currently processing. Should arrive by end of week.,2024-12-03T00:56:29.628383,0.84,3868
9282,greeting,heyy,Hello! What brings you here?,2024-12-19T14:04:19.628383,0.96,3869
9283,payment_issue,Payment error purchase,"I'll help with your purchase payment. First verify billing address, then clear browser cache.",2024-12-11T09:31:01.628383,0.92,3869
9284,payment_issue,Can't pay for subscription,"I'll help with your subscription payment. First try another payment method, then clear browser cache.",2024-12-05T00:54:48.628383,0.87,3869
9285,goodbye,night,"Goodbye, take care!",2024-12-14T19:02:00.628383,0.96,3869
9286,greeting,hi hi,Hi there! Need any help?,2024-12-13T03:05:48.628383,0.98,3870
9287,order_status,Where is my order #45352?,Your order #45352 is in transit. Estimated delivery: tomorrow.,2024-12-14T03:33:22.628383,0.84,3870
9288,product_inquiry,Information about iPhone,iPhone is available. Priced at $988 with 1-year warranty.,2024-12-12T01:04:24.628383,0.78,3870
9289,greeting,howdy,Hi there!,2024-11-30T00:28:55.628383,0.96,3871
9290,technical_support,Help with update,"To fix update, try: clear cache. If that doesn't work, try safe mode.",2024-11-29T12:42:31.628383,0.93,3871
9291,technical_support,Help with app,"To fix app, try: update software. If that doesn't work, try safe mode.",2024-11-26T04:51:54.628383,0.89,3871
9292,greeting,afternoon,Hey! How can I assist you?,2024-12-10T09:01:37.628383,0.96,3872
9293,order_status,Track order #93162,Order #93162 is currently in transit. Should arrive tomorrow.,2024-12-14T22:20:46.628383,0.82,3872
9294,order_status,I need update on order #60278,Your order #60278 is processing. Estimated delivery: tomorrow.,2024-12-20T15:13:48.628383,0.92,3872
9295,goodbye,peace,See you later!,2024-12-09T01:11:43.628383,0.95,3872
9296,product_inquiry,Price of camera?,"Yes, camera is in stock. The price is $375 and 1-year warranty.",2024-11-26T12:50:42.628383,0.94,3872
9297,greeting,sup,Hi there! Need any help?,2024-12-03T09:49:32.628383,0.95,3873
9298,payment_issue,Problem paying order,"For the payment issue with order, please verify billing address. Then clear browser cache.",2024-12-03T00:01:21.628383,0.88,3873
9299,payment_issue,Issue paying service,"For the payment issue with service, please check card details. Then clear browser cache.",2024-11-22T20:14:59.628383,0.89,3873
9300,technical_support,Problem with login,"For login issues: First restart the device, then contact support.",2024-12-15T11:27:56.628383,0.79,3873
9301,greeting,heyy,Hello there!,2024-11-25T08:15:25.628383,0.98,3874
9302,product_inquiry,Price of mouse?,We have mouse. It costs $588 and comes with 20% discount.,2024-12-13T22:00:59.628383,0.88,3874
9303,greeting,heya,Hey!,2024-12-20T15:40:24.628383,0.97,3875
9304,technical_support,login not working,"I can help with login. Start by check settings, followed by reset to defaults.",2024-12-02T02:03:20.628383,0.82,3875
9305,technical_support,Issue with bluetooth,"For bluetooth issues: First clear cache, then try safe mode.",2024-12-09T23:14:49.628383,0.88,3875
9306,greeting,hi!,Hi!,2024-12-13T11:30:03.628383,0.96,3876
9307,technical_support,How to fix login,"To fix login, try: clear cache. If that doesn't work, try safe mode.",2024-12-10T03:00:15.628383,0.82,3876
9308,order_status,Where is my order #16042?,I've checked order #16042. Status: shipped. Expected arrival: tomorrow.,2024-11-29T19:58:36.628383,0.87,3876
9309,goodbye,peace,Take care!,2024-12-15T04:07:17.628383,0.95,3876
9310,greeting,sup,Hello! How may I help you?,2024-12-21T07:13:21.628383,0.97,3877
9311,order_status,I need update on order #48189,Your order #48189 is shipped. Estimated delivery: tomorrow.,2024-11-27T00:28:53.628383,0.8,3877
9312,greeting,hello!,Hi!,2024-12-20T15:08:34.628383,0.98,3878
9313,order_status,Where is my order #42396?,Order #42396 is currently processing. Should arrive in 2 days.,2024-12-04T04:57:38.628383,0.77,3878
9314,product_inquiry,Information about iPhone,We have iPhone. It costs $282 and comes with gift wrapping.,2024-11-24T14:00:35.628383,0.93,3878
9315,product_inquiry,Information about iPhone,We have iPhone. It costs $967 and comes with 20% discount.,2024-11-29T11:51:58.628383,0.83,3878
9316,greeting,howdy,Hey there!,2024-12-02T00:58:04.628383,0.95,3879
9317,order_status,Order #59413 status please,Order #59413 is currently in transit. Should arrive in 2 days.,2024-12-13T16:46:04.628383,0.86,3879
9318,technical_support,Issue with bluetooth,"To fix bluetooth, try: check settings. If that doesn't work, reset to defaults.",2024-12-12T07:27:05.628383,0.89,3879
9319,greeting,hello hello,Hey there!,2024-11-22T15:51:27.628383,0.96,3880
9320,greeting,hi there,Hi!,2024-12-22T04:21:36.628383,0.98,3880
9321,greeting,hiya,Hey!,2024-12-04T10:44:26.628383,0.99,3881
9322,order_status,I need update on order #17094,Order #17094 is currently processing. Should arrive by end of week.,2024-12-14T01:42:56.628383,0.84,3881
9323,greeting,sup,Hello!,2024-12-04T01:15:14.628383,0.98,3882
9324,technical_support,Help with wifi,"To fix wifi, try: check settings. If that doesn't work, contact support.",2024-12-02T04:38:34.628383,0.87,3882
9325,product_inquiry,Information about smartwatch,"Yes, smartwatch is in stock. The price is $312 and gift wrapping.",2024-12-16T13:39:14.628383,0.89,3882
9326,greeting,hello hello,Hi! How can I help?,2024-11-30T04:16:22.628383,0.96,3883
9327,payment_issue,Problem paying purchase,"I'll help with your purchase payment. First try another payment method, then try again in 1 hour.",2024-12-02T11:59:50.628383,0.9,3883
9328,greeting,greetings,Hi! How can I help?,2024-12-02T15:22:28.628383,0.99,3884
9329,greeting,afternoon,Hey! What's up?,2024-12-13T06:02:15.628383,0.99,3884
9330,greeting,howdy,Hey there!,2024-11-23T02:36:54.628383,0.95,3885
9331,order_status,Order #87830 status please,I've checked order #87830. Status: processing. Expected arrival: by end of week.,2024-12-07T11:18:59.628383,0.75,3885
9332,greeting,hey there,Hello there!,2024-11-28T11:38:08.628383,0.95,3886
9333,technical_support,How to fix login,"For login issues: First update software, then reset to defaults.",2024-12-20T01:02:04.628383,0.79,3886
9334,payment_issue,Payment failed for subscription,"To resolve payment for subscription, try try another payment method. If needed, clear browser cache.",2024-11-22T23:33:13.628383,0.85,3886
